NAPS_ID,City,P_T,Location,Latitude,Longitude,Elevation,Classification,ID,Minimum,10th_Percentile,30th_Percentile,50th_Percentile,70th_Percentile,80th_Percentile,90th_Percentile,95th_Percentile,98th_Percentile,99th_Percentile,99.9th_Percentile,Maximum,Percent_Completeness,January,February,March,April,May,June,July,August,September,October,November,December,Mean,Standard_Deviation,Year
90304,Red Deer,AB,11 Lancaster Drive,52.24095,-113.765439,907,"T,MU,P4,R",DMean,0.7,3.1,4.6,6.1,8.9,11.4,14.9,17.5,20.1,22.2,23.9,23.9,97.260273973,13.5,10.9,5.9,4.7,5.1,4.2,4.3,4.9,6,8.2,11.5,13.6,7.73,4.731412568,2017
90402,Medicine Hat,AB,12th St Nw & Division Ave.,50.04893,-110.68116,709,"PE,MU,P3,R",DMean,1.8,2.9,3.9,5.1,6.5,7.7,9.7,12,15,16.9,21.5,21.5,94.246575342,8.6,7.4,5.9,4.4,4.5,4.1,3.8,5,6.1,5,5.6,9.1,5.78,3.065471335,2017
90502,Lethbridge,AB,,49.71621,-112.8006,918,"PE,MU,P3,I",DMean,0.8,1.9,3.1,4.3,5.7,7.5,10.5,13,15.7,18,22.9,22.9,95.890410959,8.2,6.3,5.4,3.9,3.9,3.1,3.3,4.2,4.9,4.8,6.4,9.1,5.28,3.662957674,2017
90601,Fort Saskatchewan,AB,9209a-96 Ave,53.69874,-113.22285,628,"T,SU,P3,R",DMean,0,1.8,3.9,5.8,9.3,12.8,18.3,24.3,28.2,31,37.1,37.1,94.794520548,15.6,13.3,8.9,4.4,4.6,2.4,3.5,4.6,5.7,8.7,13.6,13.1,8.16,6.835863609,2017
90602,Fort Saskatchewan,AB,Rge Rd 220 & River Road,53.75236,-113.12589,625,"RB,NU,P2,A",DMean,0.7,2.5,3.8,5.1,7.1,9,13.5,17.4,22,24,25.6,25.6,97.808219178,10.3,9.8,6.1,4.5,3.9,4.1,4.4,4.3,5.3,6.2,10.6,9.8,6.58,4.809502231,2017
90603,Fort Saskatchewan,AB,100 Ave East Of 109st.,53.71622,-113.19994,620,"PE,SU,P3,R",DMean,0,1.6,3.1,4.3,7.4,9.6,16.6,23.7,26.4,27.6,38.2,38.2,95.890410959,15.3,10.8,6.2,4.1,4.2,3.3,3.7,3.2,3.7,5.5,11.4,10.8,6.84,6.5026587,2017
90607,Gibbons,AB,Behind 4807 50 Ave,53.827241,-113.327174,673,"PE,SU,P2,R",DMean,0.8,2.4,3.6,5,6.8,9.1,13.9,18.4,24.4,25.7,30.8,30.8,95.342465753,12.9,9.5,8,4,4.3,3.8,3.7,3.6,5,6.8,11.2,8.1,6.66,5.248833698,2017
90608,Redwater,AB,4704-49 Ave,53.95183,-113.105857,627,"PE,SU,P2,R",DMean,1.7,3.3,5.6,8.3,11.6,16.3,22.3,30.5,35,43.7,43.7,43.7,18.904109589,,,,,,,,,,,12.8,10.7,,,2017
90609,Bruderheim,AB,5321 48 Street,53.805629,-112.925851,630,"PE,SU,P2,O",DMean,0.5,1.9,3.1,4.6,6.7,9.3,13.1,16.1,21.3,25.6,26.6,26.6,98.904109589,11.4,8.4,5.1,2.8,3.3,3.5,4.4,4,4.9,6.3,10.3,10,6.2,4.931738487,2017
90701,Fort Mcmurray,AB,Franklin Avenue,56.73341,-111.39047,260,"PE,MU,P3,W",DMean,0.4,2.1,4.1,5.8,8.5,11.4,15.4,18.3,21.2,24.6,25.9,25.9,97.260273973,14.3,12.2,7.9,5.1,3.9,3.7,3.1,3.7,5.5,6.5,9,13.9,7.38,5.250690131,2017
90702,Fort Mcmurray,AB,Timberlea Subdivision,56.75139,-111.47662,355,"PE,MU,P3,R",DMean,0.2,1,2.3,3.5,5.5,7.6,10.3,13.5,17.2,18.3,21.5,21.5,96.164383562,9.1,7.7,6.6,4.7,2.8,2.4,1.8,2,3.2,3.9,5.8,8.4,4.82,4.021157138,2017
90801,Fort Mackay,AB,Main Street,57.18941,-111.6405,268,"RB,NU,P2,F",DMean,0,1.1,3.3,5.1,8.1,10.6,18.1,21.8,23.8,24.8,25.7,25.7,98.904109589,12.9,12.4,9.4,5.8,3.9,3.2,2.7,2.8,4.1,4.6,8.3,15.9,7.15,6.272975932,2017
90806,Fort Mackay,AB,,57.1492,-111.6424,342,"PS,NU,P1,F",DMean,0.2,1,3.3,4.6,7.2,10.4,15.8,19.1,22.4,24.1,26.3,26.3,98.630136986,11.1,11.5,8.6,5.1,3.6,3.1,2.6,2.8,3.4,4.4,7.7,14.7,6.58,5.676857403,2017
90807,Wapasu,AB,Located Oustide Approval Boundaries At Pti Camp,57.26176,-111.037,429,"RB,NU,P1,F",DMean,0,0.3,1,1.8,3.3,4.2,6.7,8.4,10.3,10.8,15.2,15.2,99.178082192,5.7,4,1.4,1.1,1,1.3,1.5,2,1.5,2.8,3.8,6.4,2.7,2.617127089,2017
90808,Conklin,AB,1-33-076-08 W4,55.621408,-111.17269,673,"RB,NU,P1,I",DMean,0.2,0.4,0.6,0.9,1.3,1.7,2.3,3,3.6,5.3,8,8,98.904109589,2.3,1.7,1.9,0.8,0.8,0.6,0.6,0.7,0.9,1,1.6,1.2,1.16,0.953670432,2017
91101,Elk Island,AB,National Park,53.68238,-112.86812,714,"RB,NU,P1,W",DMean,0.3,1,1.5,2.2,3.7,5,6.8,8.2,11.8,12.1,15.4,15.4,95.616438356,6.5,4,3,1.4,1.5,1.7,1.7,1.9,2.5,3.7,5.4,5.3,3.21,2.702712695,2017
91301,Tomahawk,AB,Se 2 51 6 W5,53.37255,-114.76835,789,"RB,NU,P1,A",DMean,0.2,0.7,1.3,2.1,3.2,3.9,5.1,6.6,9.2,11.5,15.9,15.9,99.726027397,5.7,4.4,4.4,3.3,2.1,2,2.1,1.2,1.1,1.2,2.7,1.8,2.66,2.195808378,2017
91401,Violet Grove,AB,Se 17 48 08 W5,53.14222,-115.13806,1000,"RB,NU,P1,A",DMean,0.4,0.9,1.6,2.2,3.1,3.9,5.3,7.2,8.5,10.2,14.1,14.1,97.260273973,5.7,4.9,4.9,3,2.5,2,2.4,1.1,1.1,1.3,2.7,1.8,2.79,2.011722029,2017
91501,Beaverlodge,AB,Beaverlodge Research Farm,55.19634,-119.39682,762,"RB,SU,P2,A",DMean,0.5,1.2,1.8,2.6,3.6,4.4,6.2,9.2,11.7,15.2,21.9,21.9,98.356164384,4.7,5.4,4.3,1.8,1.5,2.1,2.5,2.7,3.1,2.3,6,4.2,3.37,2.762598988,2017
91601,Carrot Creek,AB,Se 31 53 13 W5,53.621062,-115.869155,800,"RB,NU,P1,A",DMean,0.4,1,1.8,2.7,3.9,4.7,7.7,11.2,12.3,14,16.5,16.5,96.712328767,7.7,7,6.1,3.3,3,2.6,3.3,1.2,1.2,1.5,3,2.3,3.53,2.896273092,2017
91701,Steeper,AB,Ne 12 48 22 W5,53.1325,-117.09111,1400,"RB,NU,P1,F",DMean,0,0.2,0.5,0.8,1.2,1.6,2.6,3.5,5,5.2,6.9,6.9,91.506849315,1.8,2.3,1.9,1.2,0.8,0.9,0.7,0.3,0.5,0.3,1.6,1,1.12,1.110393791,2017
91801,Fort Chipewyan,AB,Fort Chipewyan,58.70879,-111.17683,238,"RB,NU,P1,W",DMean,0,0.2,0.3,0.4,0.7,1,1.7,2.7,4.1,6.6,12.1,12.1,91.506849315,2,1,1,0.7,0.4,0.4,0.3,0.4,0.7,0.6,0.9,,0.8,1.306038341,2017
91901,Caroline,AB,16-30-034-5 W5,51.94687,-114.69744,1140,"RB,NU,P1,A",DMean,0.2,1.1,1.4,1.8,2.2,2.6,3.3,5,7.2,8.2,9.9,9.9,97.260273973,2.4,2.4,1.7,1.9,1.6,1.6,2,2.1,1.9,1.8,4,2.8,2.16,1.418711928,2017
92001,Grande Prairie,AB,10327 - 107 Avenue,55.1766,-118.8078,658,"PE,MU,P3,W",DMean,1.2,3.1,4.7,6.9,11,15.6,21.6,26.2,30.9,33.3,41.3,41.3,98.904109589,15.7,17.1,12.3,5.4,3.9,4.4,4.6,5,6.9,8,17,17.4,9.82,7.712788769,2017
92201,Lamont,AB,Rge Rd 203 & Twp Rd 550,53.76036,-112.88017,767,"RB,NU,P1,A",DMean,0.3,1.2,1.8,2.6,4,5.5,7.9,10.8,13.3,14.8,18.3,18.3,98.630136986,7.5,5.5,3.1,1.5,1.9,2,2.2,2.3,2.9,3.7,5.8,6.7,3.75,3.139190533,2017
92601,Bretton,AB,Hwy 20,53.0903,-114.46061,900,"RB,NU,P2,A",DMean,0.4,0.8,1.5,2.3,3.1,3.6,4.8,5.9,7.5,8.1,18,18,97.534246575,4.5,4.6,4.5,2.7,3.2,3,2.1,1.1,1,1,2.2,1.7,2.61,1.855973626,2017
92901,Edson,AB,7 Ave,53.593771,-116.395822,894,"PE,SU,P2,I",DMean,0.3,1,2.1,3.4,5.2,7.3,13,17,22.5,26.3,29.5,29.5,95.890410959,14.4,12.2,8.1,4.1,3.3,2.8,2.2,1.1,1.8,2.5,4.4,4.8,5.13,5.274798922,2017
93101,Genesee,AB,Range Road 15,53.3016,-114.2211,772,"RB,NU,P1,A",DMean,0.9,1.7,2.6,3.2,4.1,4.8,6,7,7.8,8.1,10.9,10.9,97.534246575,5,4.8,4.5,3.4,4.4,4.6,3.1,1.9,2.1,2.6,3.4,3,3.56,1.675904221,2017
93202,Hinton,AB,Private Road,53.427301,-117.544067,1215,"RB,SU,P2,O",DMean,1,1.7,2.7,3.7,5.3,7.2,10.4,12.5,14.6,16.2,21.3,21.3,96.712328767,8.7,9.1,10.9,5.3,4,3.4,3.4,1.9,2.2,2.5,4,3.7,4.91,3.509817096,2017
93801,Warburg,AB,Range Road 34,53.53,-114.6361,753,"RB,NU,P1,A",DMean,0.2,1.7,3.5,4.7,6.6,7.8,11,14.2,17,19,22.2,22.2,97.260273973,10.6,8.9,6.7,4.4,4.6,3.7,4.3,4.1,3.7,4.7,5.9,6.8,5.66,3.840955562,2017
93901,Thorsby,AB,Range Road 35,53.633,-114.4199,774,"RB,NU,P2,A",DMean,0,0.5,1.1,1.7,2.6,3.1,4.3,5.4,7.2,9,12.8,12.8,96.712328767,3.8,3.1,3.2,2,1.8,1.4,1.6,1.2,1.6,1.4,2.8,2,2.16,1.760658471,2017
94202,Sunnybrook,AB,,53.4243,-114.3749,684,"RB,NU,P1,F",DMean,0.2,1.7,2.6,3.4,4.6,5.5,7.1,7.9,8.6,9.6,10.9,10.9,90.136986301,5.5,5.6,4.5,4.4,,4.8,3.4,2.4,2.2,2.9,4.1,3.3,3.89,2.021435191,2017
94301,Cold Lake,AB,15 Ave,54.414014,-110.232939,556,"PE,SU,P2,R",DMean,0.2,1.2,1.8,2.4,3.9,4.8,7.7,11,13.1,15.9,17.6,17.6,80,7.8,5.6,,2.1,,1.8,1.8,1.8,2.1,2.8,4,5.9,3.57,3.088183593,2017
94401,St Lina,AB,,54.2165,-111.5026,679,"RB,SU,P1,F",DMean,0,0,0.3,0.7,1.5,2.2,3.6,5.1,6.3,6.9,8.6,8.6,92.054794521,3.2,2.3,2,0.6,0.1,0.2,0.6,0.7,0.6,0.8,2.6,1.8,1.32,1.623086526,2017
94601,Anzac,AB,264 Stony Mountain Rd.,56.44928,-111.03722,0,"RB,NU,P1,R",DMean,0.1,0.6,1,1.4,2.1,3,4.3,5.9,8.5,9.6,11.4,11.4,98.904109589,4.6,3.2,2.7,1.3,0.8,1,1,1,1.4,1.6,2.3,3.5,2.01,1.86887842,2017
100103,Metro Van - New Westminster,BC,Sherbrooke And Columbian Streets,49.227045,-122.894487,45,"PE,LU,P5,R",DMean,4.7,9.8,13.6,17,20.1,22.6,26.1,28.5,30.5,31.8,35.5,35.5,96.712328767,24.1,21.6,18.3,13.5,13.4,12.4,11.1,16.6,17.1,17.1,18.7,22.9,17.35,6.070516725,2017
100110,Metro Van - Burnaby,BC,700 Hammarskjold Drive,49.279214,-122.970707,104,"T,LU,P4,R",DMean,3.4,6,8.4,10.9,13.7,15.9,19.8,25.6,29.7,33.5,39.3,39.3,99.452054795,17.8,15.3,10.1,7.7,9.4,9.1,9.7,15.1,13.3,11.7,10.8,16.7,12.22,6.141296038,2017
100111,Metro Van - Port Moody,BC,Moody & Esplanade St.,49.280893,-122.849291,6,"PE,LU,P5,W",DMean,4,7.4,9.6,12.7,15.6,17.8,21.6,25.5,28.5,31.2,33.2,33.2,99.452054795,21.2,18.4,12.8,8.5,10.4,10.2,10.2,15.6,15,12,12.9,15.8,13.55,5.765827491,2017
100112,Metro Van - Vancouver,BC,Robson/Hornby,49.282272,-123.12188,32,"T,LU,P6,R",DMean,6,12.9,16,18.9,21.8,23.5,25.5,28.5,31.6,33.2,34.4,34.4,96.438356164,24.8,23,19.6,18.3,17.7,15.5,13.2,18,18,18.4,20.8,22,19.07,5.233620198,2017
100119,Metro Van - Burnaby,BC,5455 Rumble Street,49.21519,-122.985666,122,"PE,LU,P6,R",DMean,3.6,6.8,9.6,12.2,15.3,18.5,21.7,23.4,28.1,31.2,38.7,38.7,98.904109589,20.1,17.5,12.5,8.7,10.3,9.4,8.9,13.8,13.2,14.4,12.8,20.5,13.44,5.87428999,2017
100121,Metro Van - North Vancouver,BC,75 Riverside Dr.,49.301472,-123.020417,4,"PS,LU,P5,I",DMean,3.8,7.2,10,12.3,15.2,17.3,20.6,23.7,28.7,30.8,35.6,35.6,96.98630137,15.7,16.3,12,9.7,12.1,11.7,11.1,17.5,16.1,11.5,12.1,13.8,13.28,5.612875268,2017
100125,Metro Van - Delta,BC,8544 116th St.,49.158348,-122.90173,113,"PE,LU,P5,R",DMean,3.6,6.1,9.3,12.7,17.3,20.2,23.8,27.3,31.6,34.6,43.5,43.5,98.356164384,22.4,18.3,12,9.1,10.7,9.5,8.4,13.8,14.8,15.6,12.6,21.9,14.14,7.112127691,2017
100126,Metro Van - Burnaby,BC,"Sfu, University Dr. W.",49.279809,-122.922267,360,"PE,LU,P4,C",DMean,0.9,4.1,5.6,6.7,8.4,9.5,12.3,14.3,16.8,18.9,20,20,99.452054795,8.5,8,6.4,5.2,7.1,6.7,6.4,9.6,8.2,8.5,6.2,8.5,7.45,3.329827114,2017
100127,Metro Van - Surrey,BC,72nd Ave. And 190 St.,49.132928,-122.694224,79,"T,LU,P4,R",DMean,2,4,5.9,7.7,10.7,13.1,16.7,20,23.2,24,27.1,27.1,90.684931507,14.8,11,7.6,5.5,7.4,6.3,,6.9,10.5,10.6,7.6,14.7,9.3,5.108556268,2017
100128,Metro Van - Richmond,BC,10371 Aragon Rd,49.141437,-123.108215,4,"PE,LU,P4,R",DMean,1.9,5.4,8.6,11.3,15.5,18.2,23.9,28.9,31.6,33.4,39.7,39.7,98.356164384,23.3,20.5,13.2,9.5,9.1,7.5,6.7,8.2,11.6,12.5,14.5,19.4,13.01,7.163508084,2017
100132,Metro Van - North Vancouver,BC,16th St. & Jones Ave,49.323994,-123.083496,71,"PE,LU,P5,R",DMean,2.7,6.2,8.7,11.2,14.8,17.5,21,25.8,29.5,30.7,36,36,99.726027397,18.2,17.4,10.8,7.8,9.4,8.9,9.4,15.6,13.9,12.3,11.6,17.1,12.69,6.218308608,2017
100134,Metro Van - Richmond,BC,3153 Templeton Street,49.186265,-123.152422,1,"PE,LU,P5,C",DMean,3.8,6.9,10.7,14.2,19,22.2,26.9,31.4,37.6,39.3,42.9,42.9,99.726027397,26.8,23.3,13.9,10.5,13,12,9.1,12.8,15.3,16.2,15.3,22.8,15.89,7.896690215,2017
100135,Metro Van - Coquitlam,BC,1250 Pinetree Way,49.288265,-122.79157,38,"PE,LU,P5,R",DMean,1.7,5.3,7.4,10.3,12.8,15.8,19.5,23.3,26.3,27.8,29.7,29.7,80.547945205,17.6,15.7,9.7,5.8,7.3,7.2,,,10.9,10.7,10.6,15.5,,,2017
100140,Metro Van - Delta,BC,411 Milsom Wynd,49.009877,-123.081997,52,"PE,LU,P3,R",DMean,1.3,2.5,4,5.9,8.5,10.8,14,16.1,19.8,22.4,30.2,30.2,99.726027397,12.4,8.2,5.1,4.4,6.1,5.5,4.2,6.2,8.6,7.6,5.6,11.6,7.13,4.751753083,2017
100141,Metro Van - Vancouver,BC,"1290 East 11th Ave,",49.260267,-123.077776,30,"T,LU,P6,R",DMean,5.9,12.4,17.4,21.1,25.4,28.3,32.6,36.3,43.5,46.4,52.2,52.2,96.438356164,35.2,29.6,23.7,17.9,17.8,16.5,14.8,19.8,20.2,20.6,23.1,27.2,22.07,8.167821455,2017
100143,Agassiz,BC,7170 Cheam Avenue,49.238008,-121.762264,23,"PE,MU,P2,R",DMean,1.2,3.4,5.8,7.4,8.8,10.4,12.6,14.2,16,17.5,20.9,20.9,99.726027397,8.4,8.8,7.7,5.7,6.6,6.6,7.3,9.8,9.3,7.6,7.9,6.5,7.67,3.484794146,2017
100202,Prince George,BC,"Plaza 400, 1011 4th Avenue",53.91472,-122.74194,588,"PS,MU,P3,R",DMean,1.1,3,4.9,5.9,7.9,9.2,12.7,20.7,34.2,37.8,43.9,43.9,42.465753425,18.8,,,6.4,6.6,4.7,5.4,8.6,,,,,,,2017
100304,Victoria,BC,"Sj Willis School, 923 Topaz Ave.",48.441942,-123.363165,29,"T,LU,P6,R",DMean,0.8,3.3,5.1,7.7,10,12.1,14.2,16,18.5,19.7,22.3,22.3,100,9.5,7.4,6.1,4.5,7.8,6.6,6.4,11.2,10.5,9.6,8.3,10.2,8.19,4.287456169,2017
100308,Victoria,BC,3300 Wishart Road,48.42369,-123.49432,86,"PE,LU,P3,R",DMean,0.4,1,2.7,4.3,6.3,7.5,9.4,11.3,13.1,15.2,16.3,16.3,99.726027397,9,6.1,4,2.9,3.4,2.5,1.7,4.2,5.9,5.8,5.8,7.7,4.91,3.298111837,2017
100401,Kamloops,BC,317 Seymour St.,50.67477,-120.334016,381,"PE,MU,P3,R",DMean,0.8,4.2,6.5,9.1,13,16.9,21.8,25.9,30.9,33.4,39.4,39.4,100,19.6,17,9.2,6.8,7.7,4.9,5.5,11.8,11.4,12.3,13.4,15.9,11.28,7.22242653,2017
100701,Kelowna,BC,3333 College Way,49.862336,-119.477367,347,"PE,LU,P5,R",DMean,0.6,2.3,4.3,6.8,9.7,11.2,14.8,17.6,18.7,22,24.5,24.5,97.534246575,12.6,12.2,10,5.7,4.5,3,2.8,7.7,7,7.6,9.7,8.6,7.63,4.815474992,2017
101003,Metro Van - Abbotsford,BC,32995 Bevan Ave.,49.04258,-122.30982,58,"PE,LU,P4,R",DMean,0.9,4.3,6.5,8.5,11,12.6,14.9,17.6,19.1,20.4,23.6,23.6,98.630136986,12.3,10.2,7.7,5.6,7.9,7.2,6.6,10.6,10.9,9.6,7.9,12.8,9.14,4.22856498,2017
101005,Metro Van - Abbotsford,BC,1073 Columbia Street,49.021554,-122.326523,65,"PE,LU,P3,A",DMean,1,3,5.4,7.3,9.3,10.6,13.1,14.7,16.3,18.5,21,21,90.95890411,10.3,6.3,5.4,4.8,7.6,7.3,6.6,8.4,9.6,8.3,5.8,11.1,7.69,3.811695509,2017
101101,Metro Van-Chilliwack,BC,46360 Airport Road,49.155848,-121.940279,12,"PE,MU,P3,R",DMean,1.3,3.8,6,7.5,9.9,11.3,13.4,14.8,17.6,18.4,22.2,22.2,97.808219178,9.2,9.6,7,4.9,6.1,6.8,8,12.3,10.7,8.4,7.7,7.8,8.22,3.695769093,2017
101202,Metro Van-Pitt Meadows,BC,18477 Dewdny Trunk,49.245233,-122.70889,5,"PE,LU,P3,A",DMean,0.8,3,5.8,8.6,11.6,13.5,17.8,21.6,24.5,26.1,28.1,28.1,98.630136986,13.4,11.9,5.9,3.7,7.1,8.3,8.4,13.3,11.6,8.8,7.7,12.9,9.47,5.733191573,2017
101301,Metro Van-Langley,BC,23752 52nd Avenue,49.09561,-122.567104,88,"PE,LU,P3,R",DMean,1.1,2.5,3.9,5,7.1,8.9,11.2,13.7,16,17.1,22.1,22.1,99.452054795,8.7,7.2,4.5,4,5,4.3,3.8,6.5,8,7,4.4,10.2,6.13,3.617542941,2017
101401,Metro Van-Hope,BC,62715 Airport Road,49.369887,-121.49912,40,"RB,SU,P2,F",DMean,1.2,2.4,3.8,4.8,5.8,6.7,8,9.5,10.8,12.3,15.6,15.6,98.082191781,7.1,6.1,4.8,3.7,4,4,5,6.1,5.9,4.4,4.9,4.2,5.04,2.256408911,2017
101501,Metro Van - Maple Ridge,BC,23124 118th Avenue,49.21494,-122.582057,50,"PE,LU,P4,R",DMean,1.9,3.4,5.4,7.3,10.4,12.7,14.5,17.4,22,25.8,28.8,28.8,100,14.4,10.7,6.9,4,5.8,5.9,5.9,10.2,9.5,8.3,8.5,12.6,8.56,4.779943091,2017
101603,Squamish,BC,38370 Buckley Avenue,49.70516,-123.15133,6,"PE,SU,P2,C",DMean,0.5,2.4,4,5.5,7.5,8.9,10.5,11.7,13.2,15.5,22.6,22.6,99.178082192,7.7,5.9,6.6,4.3,5.2,4.3,3.3,9,8.5,6,6.4,5.8,6.08,3.255809424,2017
101701,Quesnel,BC,585 Callanan Street,52.981686,-122.493227,490,"PS,SU,P2,R",DMean,0.9,3.2,4.6,6.5,8.6,10.4,13.5,16.7,20.5,23,25.3,25.3,97.260273973,12.1,9.1,10.6,5.3,4.8,4.8,5.2,7,5.2,5.5,8.7,10.6,7.48,4.404137221,2017
102102,Nanaimo,BC,2080a Labieux Road,49.20083,-123.99389,121,"T,MU,P3,P",DMean,1.1,2.3,4.8,6.5,8,9.3,11.5,12.9,14.3,15.1,16,16,99.452054795,10.5,8.2,6.8,5.3,5.1,4.2,4.8,5.8,6.7,6.5,7.4,9.1,6.69,3.270107443,2017
102301,Powell River,BC,Wildlife Sanctuary,49.866905,-124.521819,209,"PE,SU,P2,R",DMean,0,0.8,1.3,2.1,3.6,4.7,6.1,6.9,8.4,9.8,11.8,11.8,87.123287671,1.8,1.6,1,1.2,2.4,2.1,2.9,5.4,5.6,5.3,,,,,2017
102401,Smithers,BC,4020 Broadway Avenue,54.783308,-127.177324,495,"PE,SU,P2,R",DMean,0.8,1.8,2.6,3.9,6.4,8.2,11.6,14.5,17.4,18,20.5,20.5,98.630136986,10.2,9.4,5.8,5.2,2.9,2.8,2.2,2.7,2.6,3.2,7.5,11.3,5.4,4.084428019,2017
102503,Terrace,BC,3411 Munroe Street,54.52167,-128.6075,81,"PE,SU,P3,R",DMean,0.1,0.6,1.1,1.6,2.6,4,6.4,8.2,10.5,11.6,15.5,15.5,96.98630137,6,5.1,3,1.6,1.3,1.3,0.9,1,1.7,2.1,4.1,3,2.6,2.632395171,2017
102701,Williams Lake,BC,1045 Western Avenue,52.14428,-122.150391,631,"PE,SU,P3,R",DMean,0.2,1.7,2.9,4.3,6.5,8.9,12.5,14.8,19.1,21.4,27.7,27.7,93.424657534,10.4,8.6,5.8,4.6,3.4,2.5,2.1,4.9,4.6,,7.5,10.2,5.81,4.626861038,2017
103502,Castlegar,BC,801 9th Avenue,49.317698,-117.661527,407,"PS,SU,P2,R",DMean,1,2.8,4.3,5.8,7.9,8.8,10.9,12.9,15.3,16,20.2,20.2,96.712328767,8.9,10,7,4.4,4.6,3.2,3.9,8,7,6.8,7.7,5.6,6.44,3.333205196,2017
103602,Mission,BC,32964 9th Avenue,49.14149,-122.311078,74,"PE,LU,P3,R",DMean,1.2,3.3,4.4,6.1,8.2,9.5,11.7,14.3,15.9,18,19.4,19.4,97.534246575,9.9,7.6,5.8,4.2,5.8,5.3,5.3,8.5,8.5,7.6,5.9,8.6,6.89,3.525707018,2017
104003,Vernon,BC,2704 Highway 6,50.260617,-119.270723,476,"T,MU,P3,R",DMean,1.7,4.2,6.7,8.9,12.2,15.1,18.9,22.9,25.5,27.8,33.7,33.7,98.082191781,19.6,17.8,12.5,7.1,5.6,4.9,5.8,8.7,8.9,10.3,12.9,12.2,10.39,5.851635767,2017
104803,Duncan,BC,490 Cairnsmore Street,48.784854,-123.715846,62,"PE,SU,P3,R",DMean,0.1,1.5,2.8,3.9,5.2,6.2,7.7,9.7,11.8,13.3,13.5,13.5,98.356164384,7.8,7,3.7,2.6,2.9,2.5,2.2,3.5,4.7,4.4,4.8,6.4,4.37,2.597542114,2017
105001,Whistler,BC,Meadow Park,50.144285,-122.960402,638,"PE,SU,P2,P",DMean,0.8,1.8,2.4,3.5,5.1,6.1,8.4,10,13.8,15.7,18.2,18.2,99.178082192,8.1,5.4,5.2,3.5,2.3,2.3,2.6,4.4,4.2,3.8,6.3,4.6,4.38,2.958373224,2017
105301,Longdale,BC,1551 Johnson Rd.,49.438848,-123.479185,90,"PE,SU,P2,R",DMean,0.9,2.7,3.9,5.3,6.7,7.6,8.8,10.1,12,13.8,16.4,16.4,98.630136986,8.6,7.4,7.3,5.3,3.8,3.4,3.9,7.2,5.9,3.5,4.8,5.7,5.55,2.52646127,2017
105504,Fort Saint John,BC,10511 99 Avenue,56.24473,-120.8561,679,"PE,SU,P3,R",DMean,0.5,1.5,2.7,4.3,7.3,9.9,13.2,16.9,21.6,24.8,32.5,32.5,90.684931507,9.3,11.2,9.2,3.8,2.4,2.3,2.4,3.5,5.9,4.7,11.6,8.6,6.24,5.366526439,2017
106800,Ucluelet,BC,Coast Guard Drive,48.921799,-125.541209,14,"RB,SU,P2,W",DMean,0.1,0.2,0.3,0.3,0.5,0.6,0.8,1.1,1.6,2.7,2.8,2.8,53.97260274,0.9,0.5,0.4,0.3,0.4,0.4,0.3,,,,,,,,2017
107100,Courtenay,BC,1540 Mcphee Avenue,49.682603,-124.996222,27,"PE,MU,P3,R",DMean,0.1,1.6,2.7,3.8,5.5,6.7,8.2,11,13.5,14.1,17.5,17.5,99.452054795,9.2,7.9,5.1,3.1,3,2.2,1.9,3.1,4.1,4.6,5.1,6.3,4.61,2.989442252,2017
119004,Whitehorse,YU,412 Steele Street,60.71972,-135.05875,640,"PE,SU,P3,R",DMean,0.4,1.4,2,3,6.3,10.5,18.3,22,26.8,28.7,30.2,30.2,84.109589041,12.7,14.8,10.1,4.6,2.1,1.8,2.1,2.3,4,,,10.6,,,2017
129003,Yellowknife,NT,"52nd Ave & 49t Street, Sir John Franklin High School",62.45207,-114.364,193,"PE,SU,P3,R",DMean,0.1,0.6,1.2,2.2,3.9,6,8.8,11,13.2,14.2,17.9,17.9,99.452054795,7.3,7,5.9,2.7,1.2,1,1.1,1.4,1.3,2.1,5.2,6.6,3.53,3.458540485,2017
129102,Norman Wells,NT,#7 Forestry Road N. Wells,65.27926,-126.813057,60,"RB,NU,P1,R",DMean,0.3,0.8,1.4,1.9,3,3.8,5.3,6.7,8.4,9.7,12,12,98.904109589,4,4.5,4.9,1.6,2.1,1,1.3,1.8,1.5,1.8,2.6,3.7,2.57,1.9507848,2017
129203,Inuvik,NT,"Bompas Road (Block21, Lot 4084)",68.35702,-133.714057,30,"PE,SU,P2,R",DMean,0,0.2,1.1,1.8,3,4.1,6.3,8.7,11.3,11.7,14.7,14.7,82.739726027,5.6,4.8,6.2,3.4,2,1.5,1.3,,,1.7,0.6,0.3,,,2017
129303,Iqaluit,NU,Water Lab (1307 Federal Road),63.751619,-68.522433,35,"PE,SU,P2,C",DMean,0.8,1.8,2.9,4.6,6.9,10.1,13.9,17.7,23.4,26.3,30.1,30.1,94.246575342,9.5,12.6,9.3,6,3.5,3.3,2.5,3.4,3.1,6.5,7.6,9.6,6.44,5.521870548,2017
129601,Fort Smith,NT,95 Conibear Crescent,60.00455,-111.893241,358,"PE,SU,P2,R",DMean,0.2,0.3,0.6,0.9,1.4,1.8,2.9,4,6,6.8,10.8,10.8,98.904109589,2.3,1.7,1.5,0.7,0.5,0.5,1.3,1.3,1.1,1,1.8,2.3,1.32,1.342852547,2017
